RESPONSE,ANNUAL_INCOME,SMART_BANKING,NUM_DEBITS_MTD,LOAN,LOAN_TO_VALUE_RATIO,MORTGAGE_AGE,OCC_PROF,AGE_PRIMARY,BUYING_POWER,OWN_CAR,USE_CREDIT_CARD,CONSUMER_FINANCING,EDUCATION_LEVEL,MEAN_PROPERTY_VALUE,SPENDABILITY_INDEX,PHIGH,PMASS,SAVINGS_ACCTN,TEASER_RATE,OWCUSTID,CLUSTERID
0,,0,,,,,,,3,,,,M,0,,,,,10.1,6000000000,3
0,360,0,7.48,,0,16,11,5,,N,,N,M,0,,0,1,1,2.99,6000000000,1
0,,0,0,,,,,17,1,N,,,H,0,,0,0,0,3.99,6000000000,2
0,600,0,,,0.7352,4,,14,1,Y,Y,Y,H,0,H,0,0,1,10.1,6000000000,2
0,360,0,38.66,,,,,13,2,N,,Y,M,0,,0,0,0,3.99,6000000000,1
0,,0,-74.87,,,,,18,1,N,Y,N,H,0,M,1,0,1,3.99,6000000000,3
0,,0,-210.6,,,,,14,1,N,Y,N,H,0,,1,0,1,3.99,6000000000,3
0,,0,,,,,,15,3,N,Y,Y,M,0,,,,,2.99,6000000000,3
0,,0,,,,,,11,4,,Y,N,M,0,,,,,2.99,6000000000,3
0,522,0,-59.74,,0.6846,9,,,,,,,,,,0,0,1,9.35,6000000000,1
0,,0,,,0.5402,10,,,,,,,,,,0,0,0,9.35,6000000000,2
0,,0,,,0.5402,10,,,,,,,,,,0,0,0,3.99,6000000000,2
0,,0,,,,4,,10,1,,Y,N,H,0,H,0,0,0,9.35,6000000000,2
0,,0,,,,4,,10,1,,Y,N,H,0,H,0,0,0,3.99,6000000000,2
0,,0,,,,6,,8,3,,Y,N,M,0,,,,,5.9,6000000000,3
0,,0,,,,6,,8,3,,Y,N,M,0,,,,,10.1,6000000000,3
0,,1,73.04,,,10,,17,1,N,,,H,0,,0,0,0,3.99,6000000000,2
1,432,0,,,,,,22,2,N,,,H,0,,0,0,1,3.99,6000000000,2
0,940,0,,,0.3542,9,,16,1,N,Y,N,H,0,H,0,0,0,3.99,6000000000,2
0,500,0,,,,12,,15,1,N,,N,H,0,M,0,0,1,2.99,6000000000,2
0,500,0,,,,12,,15,1,N,,N,H,0,M,0,0,1,3.99,6000000000,2
0,,0,,,0.5957,1,,22,2,N,,N,M,0,,0,0,0,5.9,6000000000,2
0,,0,,,0.5957,1,,22,2,N,,N,M,0,,0,0,0,9.35,6000000000,2
0,,0,,,0.6297,7,,15,2,N,,N,M,0,M,0,0,0,9.35,6000000000,1
0,,0,,,0.6297,7,,15,2,N,,N,M,0,M,0,0,0,3.99,6000000000,1
0,940,0,,,,9,,16,1,N,Y,N,H,0,H,0,0,0,3.99,6000000000,2
0,360,0,,,,,,13,2,N,,Y,M,0,,0,0,0,3.99,6000000000,1
0,265,0,,,,9,,3,3,N,,N,M,0,M,0,0,0,9.35,6000000000,2
0,265,0,,,,9,,3,3,N,,N,M,0,M,0,0,0,3.99,6000000000,2
0,1000,0,-21.57,,,,,21,1,N,Y,N,H,0,M,0,0,1,9.35,6000000000,2
0,1000,0,-21.57,,,,,21,1,N,Y,N,H,0,M,0,0,1,3.99,6000000000,2
0,500,0,220.7,,,,,18,1,N,Y,N,H,0,M,0,0,1,3.99,6000000000,2
0,252,0,,,0,,,,,,,,,,,0,0,1,2.99,6000000000,1
0,252,0,,,0,,,,,,,,,,,0,0,1,10.1,6000000000,1
0,252,0,,,0,,,,,,,,,,,0,0,1,9.35,6000000000,1
0,600,1,109.7,,0.4684,8,,10,1,N,Y,N,H,0,H,0,0,1,2.99,6000000000,2
0,600,1,109.7,,0.4684,8,,10,1,N,Y,N,H,0,H,0,0,1,9.35,6000000000,2
0,450,0,5.25,,0,2,19,1,,,,,H,0,,0,1,0,2.99,6000000000,2
0,646,1,85.32,,,,,23,1,N,,,H,0,,0,0,0,9.35,6000000000,2
0,646,1,85.32,,,,,23,1,N,,,H,0,,0,0,0,3.99,6000000000,2
0,780,0,17.48,,,,,21,1,N,Y,N,H,0,M,0,0,0,3.99,6000000000,2
0,,0,,,,,0,16,8,N,Y,,L,0,,,,,9.35,6000000000,1
0,,0,,,,,0,16,8,N,Y,,L,0,,,,,3.99,6000000000,1
0,1229,1,,,,,,8,1,N,,N,H,0,M,0,0,1,9.35,6000000000,2
0,1229,1,,,,,,8,1,N,,N,H,0,M,0,0,1,3.99,6000000000,2
0,,0,,,,,,27,3,Y,Y,N,M,0,M,,,,10.1,6000000000,2
0,,0,,,,,,12,3,N,Y,N,M,0,,,,,10.1,6000000000,3
0,,0,,,,8,,7,3,,Y,N,M,0,,0,0,0,5.9,6000000000,2
0,799,1,,,,,,16,1,,Y,N,H,0,,0,0,0,3.99,6000000000,2
0,566,0,,,,,,18,1,N,Y,N,H,0,H,0,0,0,3.99,6000000000,2
0,799,1,25.57,,,14,,16,1,,Y,N,H,0,,0,0,0,3.99,6000000000,2
0,,0,,,,,,13,10,N,,,L,1,,0,0,0,3.99,6000000000,1
0,,0,-7.74,,,,,12,5,,Y,N,L,0,,,,,3.99,6000000000,1
0,,0,0,,,,,,,,,,,,,,,,2.99,6000000000,2
0,439,0,,,,,0,13,3,N,Y,N,M,0,H,0,0,0,3.99,6000000000,1
0,384,0,43.83,,,,,,,,,,,,,0,0,0,3.99,6000000000,2
0,250,0,0,,,,,17,4,,,,L,0,,0,0,0,9.35,6000000000,1
0,250,0,0,,,,,17,4,,,,L,0,,0,0,0,3.99,6000000000,1
0,,0,,,,,,20,3,N,Y,N,M,0,M,,,,10.1,6000000000,3
0,,0,,,,3,,9,1,N,Y,,H,0,,0,0,0,9.35,6000000000,2
0,,0,,,,3,,9,1,N,Y,,H,0,,0,0,0,3.99,6000000000,2
0,,0,,,0.8155,4,,9,1,N,,N,H,0,H,,,,10.1,6000000000,2
0,,0,,,0.8155,4,,9,1,N,,N,H,0,H,,,,9.35,6000000000,2
0,,0,,,,6,,12,5,,Y,N,L,0,,,,,3.99,6000000000,1
0,585,0,-201.8,,0.8271,3,,13,3,,Y,N,M,0,,1,0,0,5.9,6000000000,3
0,,0,,,,,0,18,2,N,Y,N,M,0,M,0,0,0,3.99,6000000000,2
0,322,0,,,,,,19,1,N,Y,N,H,0,L,0,0,1,2.99,6000000000,2
0,322,0,,,,,,19,1,N,Y,N,H,0,L,0,0,1,10.1,6000000000,2
0,322,0,,,,,,19,1,N,Y,N,H,0,L,0,0,1,9.35,6000000000,2
0,322,0,,,,,,19,1,N,Y,N,H,0,L,0,0,1,3.99,6000000000,2
0,,0,,,0.5907,3,,,,,,,,,,0,0,0,9.35,6000000000,2
0,,0,,,0.5907,3,,,,,,,,,,0,0,0,3.99,6000000000,2
1,,1,144.2,,,,,,,,,,,,,0,1,1,3.99,6000000000,1
0,566,0,,,,17,,18,1,N,Y,N,H,0,H,0,0,0,9.35,6000000000,2
0,566,0,,,,17,,18,1,N,Y,N,H,0,H,0,0,0,3.99,6000000000,2
0,780,1,-32.11,,,18,,21,1,N,Y,N,H,0,M,0,0,1,3.99,6000000000,2
0,,0,,,,,,,,,,,,,,0,0,0,9.35,6000000000,2
0,,0,,,,,,,,,,,,,,0,0,0,3.99,6000000000,2
0,,0,,,0.6809,8,0,18,2,N,Y,N,M,0,M,0,0,0,3.99,6000000000,2
0,396,0,-0.66,,0.2998,15,,13,3,N,,,M,0,,0,1,0,2.99,6000000000,1
0,439,0,-21.58,,0.724,3,0,13,3,N,Y,N,M,0,H,0,0,0,3.99,6000000000,1
0,322,0,,,,11,,19,1,N,Y,N,H,0,L,0,0,1,3.99,6000000000,2
0,636,0,,,,,,18,2,N,,N,M,0,L,1,0,0,9.35,6000000000,3
0,,0,,,,5,,,3,,,,M,0,,0,0,0,10.1,6000000000,2
0,,0,,,,5,,,3,,,,M,0,,0,0,0,9.35,6000000000,2
0,1229,1,-55.87,,0.5304,5,,8,1,N,,N,H,0,M,0,0,1,10.1,6000000000,2
0,1229,1,-55.87,,0.5304,5,,8,1,N,,N,H,0,M,0,0,1,9.35,6000000000,2
0,,0,,,,,,15,7,,,,L,0,,,,,10.1,6000000000,1
1,685,0,,,,,,17,9,N,,N,L,0,H,0,1,1,9.35,6000000000,1
0,636,0,353.5,,,,,18,2,N,,N,M,0,L,1,0,1,2.99,6000000000,3
0,,0,,,,,,13,10,N,,,L,1,,0,0,0,3.99,6000000000,1
0,,0,,,,,,,,,,,,,,0,0,0,9.35,6000000000,2
0,325,0,221.4,,,,,21,2,,,,M,0,,0,0,1,3.99,6000000000,2
0,720,1,409.4,,,,,15,1,N,Y,N,H,0,M,0,0,0,2.99,6000000000,2
0,115,1,-31.36,,,,,15,1,N,Y,N,H,0,M,0,0,0,3.99,6000000000,2
0,349,0,,,,3,,16,3,,,,M,0,,0,1,0,10.1,6000000000,2
0,349,0,,,,3,,16,3,,,,M,0,,0,1,0,3.99,6000000000,2
0,307,1,-130,,0.7667,0,,13,2,N,Y,N,H,0,,0,1,1,2.99,6000000000,2
0,345,0,505.2,,,,0,17,6,N,,,L,0,,1,0,1,9.35,6000000000,3
0,325,1,-19.01,,,9,,21,2,,,,M,0,,0,0,1,3.99,6000000000,1
0,399,1,,,0.4091,,,27,3,N,Y,N,M,0,H,0,1,0,2.99,6000000000,1
0,352,0,3.92,,,,,18,1,N,,N,H,0,,0,0,1,3.99,6000000000,2
0,520,0,4.55,,,4,,18,1,N,,N,H,0,,0,0,1,3.99,6000000000,2
0,336,0,,,,,,16,4,N,,N,M,0,,0,1,1,2.99,6000000000,1
0,,0,,,,,0,19,2,N,Y,,M,0,,0,0,0,2.99,6000000000,2
0,600,0,,,,,,22,3,,,,M,0,,0,0,0,2.99,6000000000,2
0,600,0,,,,,,22,3,,,,M,0,,0,0,0,3.99,6000000000,2
0,,0,-24.06,,0.8019,2,,11,1,,,,H,0,,0,0,0,9.35,6000000000,2
0,,0,-24.06,,0.8019,2,,11,1,,,,H,0,,0,0,0,3.99,6000000000,2
0,345,0,,,,,0,17,6,N,,,L,0,,1,0,1,9.35,6000000000,3
0,1200,0,,,0,1,21,1,,,,,H,0,,1,0,1,9.35,6000000000,3
0,,0,,,,,,13,2,N,,N,M,0,L,,,,10.1,6000000000,3
0,745,0,-14.45,,,,,13,2,N,,N,M,0,L,1,0,1,2.99,6000000000,3
0,745,0,-14.45,,,,,13,2,N,,N,M,0,L,1,0,1,9.35,6000000000,3
0,,0,,,,,0,19,4,N,Y,N,M,0,H,0,0,0,10.1,6000000000,1
0,,0,,,,,0,19,4,N,Y,N,M,0,H,0,0,0,9.35,6000000000,1
0,,0,,,,,0,19,4,N,Y,N,M,0,H,0,0,0,3.99,6000000000,1
0,435,0,,,,,,,,,,,,,,0,0,0,9.35,6000000000,2
0,435,0,,,,,,,,,,,,,,0,0,0,3.99,6000000000,2
0,625,0,,,,,0,12,2,N,Y,Y,H,0,,1,0,0,5.9,6000000000,3
0,2723,1,,,0.785,6,,11,1,N,,N,H,0,,0,0,0,3.99,6000000000,2
0,,0,,,0.3617,4,,13,1,N,,N,H,0,H,0,0,0,10.1,6000000000,2
0,,0,,,0.3617,4,,13,1,N,,N,H,0,H,0,0,0,3.99,6000000000,2
0,,0,,,,,,,,,,,,,,0,0,0,9.35,6000000000,2
0,,0,,,,,,,,,,,,,,0,0,0,3.99,6000000000,2
0,840,0,,,,,,21,1,N,Y,N,H,0,L,0,0,0,3.99,6000000000,2
0,1050,0,,,,,,13,1,,Y,N,H,0,,0,0,0,9.35,6000000000,2
0,1050,0,,,,,,13,1,,Y,N,H,0,,0,0,0,3.99,6000000000,2
0,,0,,,,,,,,,,,,,,0,0,0,3.99,6000000000,2
0,624,0,-917.5,,,,,10,3,,,,M,0,,0,0,0,9.35,6000000000,2
0,624,0,-917.5,,,,,10,3,,,,M,0,,0,0,0,3.99,6000000000,2
0,744,0,0,,,,,16,4,,Y,N,M,0,H,0,0,0,3.99,6000000000,2
0,336,0,,,,,,11,8,N,,,L,0,,1,0,0,9.35,6000000000,3
0,499,0,,,,,,22,1,,,,H,0,,0,0,0,9.35,6000000000,2
0,499,0,,,,,,22,1,,,,H,0,,0,0,0,3.99,6000000000,2
0,500,0,,,,,,13,5,N,,N,M,0,,1,0,0,9.35,6000000000,3
0,516,0,277.2,,,,,12,1,,,,H,0,,0,0,1,9.35,6000000000,2
0,516,0,277.2,,,,,12,1,,,,H,0,,0,0,1,3.99,6000000000,2
0,,0,,,0.2449,16,,10,9,N,,,L,0,,0,0,0,2.99,6000000000,1
0,730,1,-11.75,,,,0,18,1,N,Y,N,H,0,M,0,0,1,3.99,6000000000,2
0,625,0,281,,,,,13,1,N,Y,N,H,0,H,0,0,0,2.99,6000000000,2
0,625,0,281,,,,,13,1,N,Y,N,H,0,H,0,0,0,3.99,6000000000,2
0,207,0,61.04,,,,,15,1,N,Y,N,H,0,,0,0,0,3.99,6000000000,2
0,,1,,,,,,16,2,N,Y,N,H,0,,0,0,0,9.35,6000000000,2
0,1333,0,84.48,,,,,21,1,N,,N,H,0,L,1,0,1,9.35,6000000000,3
0,375,0,,,0.4902,5,0,12,1,N,Y,,H,0,,0,0,1,3.99,6000000000,2
0,649,0,3,,,,,16,1,N,Y,N,H,0,M,0,0,0,9.35,6000000000,2
0,576,1,,,,,,7,1,N,,N,H,0,,0,0,0,9.35,6000000000,2
0,576,1,,,,,,7,1,N,,N,H,0,,0,0,0,3.99,6000000000,2
0,1333,0,,,,,,21,1,N,,N,H,0,L,1,0,1,9.35,6000000000,3
0,295,0,,,,,,2,2,N,Y,N,M,0,L,0,0,0,3.99,6000000000,2
0,,0,,,,,,,,,,,,,,0,0,0,3.99,6000000000,2
0,1050,0,32.92,,,9,,13,1,,Y,N,H,0,,0,0,0,9.35,6000000000,2
0,1050,0,32.92,,,9,,13,1,,Y,N,H,0,,0,0,0,3.99,6000000000,2
0,840,0,-176.8,,,,,21,1,N,Y,N,H,0,L,0,0,0,3.99,6000000000,2
0,625,0,,,,,,13,1,N,Y,N,H,0,H,0,0,0,3.99,6000000000,2
0,649,0,-203.4,,,,,16,1,N,Y,N,H,0,M,0,0,0,2.99,6000000000,2
0,649,0,-203.4,,,,,16,1,N,Y,N,H,0,M,0,0,0,3.99,6000000000,2
0,,0,0,,,,,,,,,,,,,0,0,0,3.99,6000000000,2
0,1299,0,-8.18,,,,,20,1,N,,,H,0,,0,0,0,9.35,6000000000,2
0,642,0,-83.67,,0.1567,17,,19,3,N,Y,N,M,0,M,0,0,1,9.35,6000000000,1
0,642,0,,,,,,19,3,N,Y,N,M,0,M,0,0,1,2.99,6000000000,1
0,642,0,,,,,,19,3,N,Y,N,M,0,M,0,0,1,9.35,6000000000,1
1,642,0,,,,,,19,3,N,Y,N,M,0,M,0,0,1,3.99,6000000000,1
0,1299,0,0,,,,,20,1,N,,,H,0,,0,0,0,9.35,6000000000,2
0,,0,,,,,,,,,,,,,,0,0,0,9.35,6000000000,2
0,,0,,,,,,,,,,,,,,0,0,0,3.99,6000000000,2
0,1320,1,317.8,,0.6053,8,0,15,1,N,,N,H,0,,0,0,1,2.99,6000000000,2
0,1320,1,317.8,,0.6053,8,0,15,1,N,,N,H,0,,0,0,1,9.35,6000000000,2
0,,1,244.7,,,,,,,,,,,,,0,1,0,3.99,6000000000,1
0,1320,1,,,0.6447,8,0,15,1,N,,N,H,0,,0,0,1,3.99,6000000000,2
0,,0,,,,,,4,7,,,,L,0,,0,0,0,9.35,6000000000,1
0,,0,,,,,,4,7,,,,L,0,,0,0,0,3.99,6000000000,1
0,,0,,,,,,13,1,,,,H,0,,0,0,0,2.99,6000000000,2
0,,0,,,,,,13,1,,,,H,0,,0,0,0,9.35,6000000000,2
0,,0,,,,,,13,1,,,,H,0,,0,0,0,3.99,6000000000,2
1,,0,,,,,0,8,10,N,Y,,L,1,,0,0,0,3.99,6000000000,1
0,648,0,-355.6,,,,,8,1,N,,N,H,0,,0,0,0,9.35,6000000000,2
0,648,0,-355.6,,,,,8,1,N,,N,H,0,,0,0,0,3.99,6000000000,2
0,630,0,567.4,,0.8854,4,,10,1,N,,,H,0,,0,0,1,3.99,6000000000,2
0,,0,,,,,,23,3,N,,N,M,0,L,,,,10.1,6000000000,3
0,360,0,9.88,,,,,15,2,N,Y,N,M,0,H,0,0,1,9.35,6000000000,1
0,246,1,60.77,,,,,21,1,N,,N,H,0,M,1,0,1,9.35,6000000000,3
0,585,0,632.1,,1.037,0,,15,2,,,,M,0,,0,1,1,3.99,6000000000,1
0,,0,,,0.4317,9,,16,1,N,Y,N,H,0,H,0,0,0,3.99,6000000000,2
0,360,0,,,0.3899,7,,15,2,N,Y,N,M,0,H,0,0,1,9.35,6000000000,1
0,360,0,,,0.3899,7,,15,2,N,Y,N,M,0,H,0,0,1,3.99,6000000000,1
0,,0,,,,,,8,5,,Y,Y,L,0,,,,,9.35,6000000000,3
0,,0,,,,2,,4,3,,Y,N,M,0,,0,0,0,5.9,6000000000,2
0,,0,,,,2,,4,3,,Y,N,M,0,,0,0,0,9.35,6000000000,2
0,399,0,,,0,14,19,1,,N,Y,N,H,0,L,0,0,1,9.35,6000000000,2
0,399,0,,,0,14,19,1,,N,Y,N,H,0,L,0,0,1,3.99,6000000000,2
0,331,0,,,,,,12,2,N,Y,N,M,0,H,1,0,0,9.35,6000000000,3
0,905,0,-1.08,,,,0,14,1,N,,N,H,0,,0,0,0,3.99,6000000000,2
0,,0,,,,,0,10,1,N,Y,N,H,0,,,,,9.35,6000000000,2
0,246,0,198.3,,,,0,20,1,N,Y,N,H,0,L,0,0,0,2.99,6000000000,2
0,246,0,198.3,,,,0,20,1,N,Y,N,H,0,L,0,0,0,9.35,6000000000,2
0,,0,,,,5,0,10,1,N,Y,N,H,0,,,,,9.35,6000000000,2
0,905,0,-19.23,,,2,0,14,1,N,,N,H,0,,0,0,1,3.99,6000000000,2
0,384,1,-80.89,,0.7026,2,0,9,1,N,,N,H,0,,0,0,0,3.99,6000000000,2
0,,0,,,,,0,18,6,N,Y,N,L,0,,,,,9.35,6000000000,1
0,,0,,,,,0,18,6,N,Y,N,L,0,,,,,9.35,6000000000,1
0,495,0,-279.9,,,,,,,,,,,,,1,0,0,2.99,6000000000,3
0,516,0,,,,,,13,1,N,Y,N,H,0,L,0,0,0,3.99,6000000000,2
0,516,0,198,,,9,,13,1,N,Y,N,H,0,L,0,0,1,3.99,6000000000,2
0,624,0,-87.06,,0.0572,4,,10,2,N,Y,Y,H,0,M,0,0,1,9.35,6000000000,2
1,624,0,-87.06,,0.0572,4,,10,2,N,Y,Y,H,0,M,0,0,1,3.99,6000000000,2
0,309,0,17,,0.9281,2,,,6,,,,M,0,,0,0,1,5.9,6000000000,1
0,583,0,,,,,0,14,3,N,Y,N,M,0,H,0,0,0,9.35,6000000000,2
0,583,0,,,,,0,14,3,N,Y,N,M,0,H,0,0,0,3.99,6000000000,2
0,,0,,,,,,10,3,,Y,N,M,0,,,,,10.1,6000000000,3
0,583,0,25.8,,,,0,14,3,N,Y,N,M,0,H,0,0,0,2.99,6000000000,2
0,583,0,25.8,,,,0,14,3,N,Y,N,M,0,H,0,0,0,3.99,6000000000,2
0,,0,,,,,,,,,,,,,,0,0,0,10.1,6000000000,2
0,,0,,,,,,,,,,,,,,0,0,0,9.35,6000000000,2
0,,0,,,,,,,,,,,,,,0,0,0,3.99,6000000000,2
0,,0,,,0.5125,4,,10,1,N,,N,H,0,H,,,,10.1,6000000000,2
0,300,0,-4.54,,,,,9,1,,Y,N,H,0,,0,0,1,3.99,6000000000,2
0,,0,,,,,,,,,,,,,,,,,10.1,6000000000,3
0,269,0,-97.19,,,,0,16,7,N,,N,L,0,M,0,0,1,2.99,6000000000,1
0,293,0,-3.25,,,,,16,1,N,,,H,0,,1,0,0,9.35,6000000000,3
0,300,1,37.76,,0.6134,5,,9,1,,Y,N,H,0,,0,0,1,3.99,6000000000,2
0,1021,0,,,,,,19,2,N,Y,N,M,0,M,0,0,0,9.35,6000000000,1
0,1021,0,,,,,,19,2,N,Y,N,M,0,M,0,0,0,3.99,6000000000,1
0,799,1,,,,,,,,,,,,,,0,0,0,9.35,6000000000,1
0,799,1,,,,,,,,,,,,,,0,0,0,3.99,6000000000,1
0,381,0,135.6,,,11,,19,1,N,,,H,0,,0,0,0,2.99,6000000000,2
0,381,0,135.6,,,11,,19,1,N,,,H,0,,0,0,0,10.1,6000000000,2
0,381,0,135.6,,,11,,19,1,N,,,H,0,,0,0,0,9.35,6000000000,2
0,381,0,135.6,,,11,,19,1,N,,,H,0,,0,0,0,3.99,6000000000,2
0,1749,0,29.54,,0.979,7,,17,1,N,Y,N,H,0,H,0,0,1,3.99,6000000000,2
0,642,0,75.96,,0.8643,6,,8,2,N,Y,,M,0,,0,1,1,2.99,6000000000,1
0,642,0,75.96,,0.8643,6,,8,2,N,Y,,M,0,,0,1,1,10.1,6000000000,1
0,816,1,0,,,,0,16,2,N,Y,,M,0,,1,0,0,2.99,6000000000,3
0,816,1,,,,,0,16,2,N,Y,,M,0,,1,0,0,9.35,6000000000,3
0,396,0,3.17,,,16,,21,1,N,Y,N,H,0,M,0,0,0,9.35,6000000000,2
0,,0,,,0.7395,1,,,3,N,,,M,0,,0,0,0,10.1,6000000000,2
0,,0,,,0.7395,1,,,3,N,,,M,0,,0,0,0,3.99,6000000000,2
0,,1,-3.06,,,6,0,17,1,N,Y,N,H,0,H,0,0,0,3.99,6000000000,2
0,,1,173.4,,,12,,13,1,N,,N,H,0,,0,0,1,3.99,6000000000,2
0,,0,,,,,,14,6,N,Y,Y,L,0,L,,,,3.99,6000000000,1
0,529,0,,,,,,17,3,N,Y,Y,M,0,H,0,0,0,3.99,6000000000,2
0,,0,,,,,,14,6,N,Y,Y,L,0,L,,,,3.99,6000000000,1
0,529,0,,,,10,,17,3,N,Y,Y,M,0,H,0,0,0,3.99,6000000000,2
0,,0,,,,,,,,,,,,,,0,0,0,9.35,6000000000,2
0,,0,,,,,,,,,,,,,,0,0,0,3.99,6000000000,2
0,245,0,,,,,0,19,1,N,Y,N,H,0,H,0,0,0,2.99,6000000000,2
0,245,0,,,,,0,19,1,N,Y,N,H,0,H,0,0,0,9.35,6000000000,2
0,,0,,,,,0,19,1,N,Y,N,H,0,H,,,,10.1,6000000000,2
0,245,0,,,,13,0,19,1,N,Y,N,H,0,H,0,0,0,3.99,6000000000,2
0,,0,1.5,,,,,14,1,N,Y,N,H,0,,1,0,0,3.99,6000000000,3
1,192,0,-35.63,,,,,,8,,,,L,1,,0,0,1,3.99,6000000000,1
0,439,0,0.22,,,,,10,2,N,,N,M,0,,0,0,0,3.99,6000000000,1
0,439,0,,,0.6707,2,,10,2,N,,N,M,0,,0,0,0,3.99,6000000000,1
0,,0,,,,,,,,,,,,,,0,0,0,10.1,6000000000,2
0,,0,,,,,,,,,,,,,,0,0,0,9.35,6000000000,2
0,751,0,28.56,,,2,0,13,1,N,Y,N,H,0,,0,0,1,9.35,6000000000,2
0,751,0,28.56,,,2,0,13,1,N,Y,N,H,0,,0,0,1,3.99,6000000000,2
0,480,0,,,,,,,2,N,,,M,0,,0,1,0,9.35,6000000000,1
0,570,0,,,0.7673,1,,,,,,,,,,0,1,0,9.35,6000000000,2
0,570,0,,,0.7673,1,,,,,,,,,,0,1,0,3.99,6000000000,2
0,,0,,,,,,18,7,N,Y,N,L,0,,,,,5.9,6000000000,1
0,,0,,,,,,18,7,N,Y,N,L,0,,,,,10.1,6000000000,1
0,,0,,,,,,16,2,N,Y,N,M,0,M,,,,3.99,6000000000,3
0,,0,,,,,,,2,N,,,M,0,,,,,10.1,6000000000,3
0,810,0,58.46,,,12,,13,1,N,Y,N,H,0,,0,0,0,9.35,6000000000,2
0,480,0,208,,,9,,,2,N,,,M,0,,0,1,0,2.99,6000000000,1
0,480,0,208,,,9,,,2,N,,,M,0,,0,1,0,9.35,6000000000,1
0,,0,,,,2,,16,2,N,Y,N,M,0,M,,,,3.99,6000000000,3
0,,0,,,,,,16,4,,,,M,0,,0,0,0,3.99,6000000000,1
0,,0,,,,11,,10,1,,,,H,0,,0,0,0,5.9,6000000000,2
0,,0,,,,11,,10,1,,,,H,0,,0,0,0,9.35,6000000000,2
0,968,0,0,,,,,15,1,,,,H,0,,0,0,0,10.1,6000000000,2
0,968,0,0,,,,,15,1,,,,H,0,,0,0,0,9.35,6000000000,2
0,968,0,0,,,,,15,1,,,,H,0,,0,0,0,3.99,6000000000,2
0,,0,,,,,,6,1,,,,H,0,,,,,9.35,6000000000,2
0,583,0,,,,,,10,1,N,Y,,H,0,,1,0,1,3.99,6000000000,3
0,,1,,,,,,11,1,N,,N,H,0,,0,0,1,10.1,6000000000,2
0,,1,,,,,,11,1,N,,N,H,0,,0,0,1,3.99,6000000000,2
0,,1,218.5,,,,,11,1,N,Y,N,H,0,M,0,0,1,3.99,6000000000,2
0,600,1,-60.01,,0.5583,8,,11,1,N,Y,N,H,0,M,0,0,1,3.99,6000000000,2
0,600,0,341.5,,,,0,10,1,N,,N,H,0,H,0,0,0,9.35,6000000000,2
0,600,0,341.5,,,,0,10,1,N,,N,H,0,H,0,0,0,3.99,6000000000,2
0,,0,,,,,,,,,,,,,,,,,3.99,6000000000,2
0,,0,,,,12,,18,3,,Y,N,M,0,,0,0,0,9.35,6000000000,2
0,,0,,,,12,,18,3,,Y,N,M,0,,0,0,0,3.99,6000000000,2
0,763,0,247.1,,,,,,,,,,,,,0,0,0,10.1,6000000000,2
0,763,0,247.1,,,,,,,,,,,,,0,0,0,9.35,6000000000,2
0,,0,,,,,,10,5,N,Y,,M,0,,0,0,0,10.1,6000000000,1
0,,0,,,,,,10,5,N,Y,,M,0,,0,0,0,9.35,6000000000,1
0,,0,,,,,,10,5,N,Y,,M,0,,0,0,0,3.99,6000000000,1
0,582,0,83.25,,0.6079,8,,10,2,,Y,Y,M,0,,0,0,1,3.99,6000000000,1
0,300,0,1,,,,,9,5,,Y,N,L,0,L,0,0,0,2.99,6000000000,1
0,,0,,,,,0,14,1,N,Y,N,H,0,H,,,,10.1,6000000000,2
0,,0,,,0.846,8,0,14,1,N,Y,N,H,0,H,0,0,0,2.99,6000000000,2
0,,0,,,0.846,8,0,14,1,N,Y,N,H,0,H,0,0,0,9.35,6000000000,2
0,600,0,,,0.7983,5,0,10,1,N,,N,H,0,H,0,0,1,9.35,6000000000,2
0,600,0,,,0.7983,5,0,10,1,N,,N,H,0,H,0,0,1,3.99,6000000000,2
0,1380,0,,,,,,7,1,N,,N,H,0,,0,0,1,9.35,6000000000,2
0,1380,0,,,,,,7,1,N,,N,H,0,,0,0,1,3.99,6000000000,2
0,687,0,,,0.6432,4,,14,1,N,,,H,0,,0,0,0,10.1,6000000000,2
0,687,0,,,0.6432,4,,14,1,N,,,H,0,,0,0,0,3.99,6000000000,2
0,660,0,24.93,,,14,,,2,,,,M,0,,0,1,0,10.1,6000000000,2
0,1380,0,97.91,,1.019,5,,7,1,N,,N,H,0,,0,0,1,9.35,6000000000,2
0,763,0,,,,,,,,,,,,,,0,0,0,9.35,6000000000,2
0,583,0,-21.53,,0.9317,3,,10,1,N,Y,,H,0,,1,0,1,3.99,6000000000,3
0,,0,,,,,,,3,,,,M,0,,0,0,0,9.35,6000000000,2
0,,0,,,,,,,3,,,,M,0,,0,0,0,3.99,6000000000,2
0,589,1,-14.03,,,,,11,4,N,Y,N,L,0,M,0,0,1,3.99,6000000000,1
0,,0,,,,,,,,,,,,,,,,,3.99,6000000000,2
0,968,0,,,,12,,16,1,,Y,N,H,0,,0,0,0,9.35,6000000000,2
0,968,0,,,,12,,16,1,,Y,N,H,0,,0,0,0,3.99,6000000000,2
0,465,0,-84.67,,0.5143,26,,20,2,N,,N,M,0,M,0,0,1,2.99,6000000000,1
